Scan,DL Bat. V,DC Volts(EB),DC Amps(EB),DC Watts(EB),DC Wh (EB),DC Volts(ET),DC Amps(ET),DC Watts(ET),DC Wh(ET),DC Volts(PT),DC Amps(PT),DC Watts(PT),DC Wh(PT)
Feb 29 2016 11:47PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:48PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:49PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:50PM,11.849,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:51PM,11.853,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:52PM,11.859,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:53PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:54PM,11.853,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:55PM,11.848,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:56PM,11.846,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:57PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:58PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:59PM,11.847,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
,,0,0,0,2450.016,0,0,0,2412.777,,,,
